age,assists,blocks,defensive_rebound,effective_field_goal_percentage,field_goal_attempts,field_goal_made,field_goal_percentage,free_throw_attempts,free_throw_made,free_throw_percentage,games_played,games_started,minutes_played,name,offensive_rebound,personal_fouls,points,position,ranking,steals,team,three_pt_percentage,three_pts_attempts,three_pts_made,total_rebound,turnover,two_pts_attempts,two_pts_made,two_pts_percentage
31,217,46,373,.535,951,463,.487,213,187,.878,70,70,2368,Tobias Harris,80,115,1204,PF,205,70,,.353,258,91,453,93,693,372,.537
25,,,,.567,,,.535,,,.874,75,75,,Shai Gilgeous-Alexander,,,,PG,172,,,.353,,,,,,,.576
31,,,,.500,,,.469,,,.806,50,3,,Anthony Gill,,,,PF,173,,,.244,,,,,,,.546
20,,,,,,,.290,,,1.000,20,0,171,AJ Griffin,,,,SF,190,,,.256,,,,,,,.348
23,,,,,,,.372,,,.756,51,18,1025,Quentin Grimes,,,,SG,191,,TOT,.338,,,,,,,.466
30,0,1,2,.500,2,1,.500,0,0,,3,0,6,Shaquille Harrison,0,0,2,SG,206,0,,,0,0,2,0,2,1,.500
28,331,23,547,.493,679,295,.434,115,91,.791,81,42,2707,Josh Hart,128,171,761,SF,207,75,,.310,258,80,675,118,421,215,.511
24,,,,.572,,,.464,,,.667,24,0,,Collin Gillespie,,,,PG,174,,,.395,,,,,,,.548
25,,,,.570,,,.400,,,1.000,41,14,,Jacob Gilyard,,,,PG,175,,TOT,.405,,,,,,,.375
23,,,,,,,.395,,,.706,45,18,910,Quentin Grimes,,,,SG,191,,,.363,,,,,,,.486
23,,,,,,,.214,,,.909,6,0,115,Quentin Grimes,,,,SG,191,,,.143,,,,,,,.357
25,,,,,,,.289,,,.444,11,0,120,Mouhamadou Gueye,,,,PF,192,,,.000,,,,,,,.314
25,188,85,382,.645,365,235,.644,157,111,.707,75,49,1896,Isaiah Hartenstein,244,210,582,C,208,87,,.333,3,1,626,93,362,234,.646
26,82,25,231,.623,558,249,.446,19,17,.895,79,13,1741,Sam Hauser,45,99,712,SF,209,40,,.424,465,197,276,32,93,52,.559
25,,,,.594,,,.417,,,1.000,37,14,,Jacob Gilyard,,,,PG,175,,,.425,,,,,,,.375
25,,,,.000,,,.000,,,,4,0,,Jacob Gilyard,,,,PG,175,,,.000,,,,,,,
31,,,,.661,,,.661,,,.638,76,76,,Rudy Gobert,,,,C,176,,,.000,,,,,,,.664
21,,,,,,,.348,,,.833,6,0,73,Mouhamed Gueye,,,,PF,193,,,.333,,,,,,,.357
25,,,,,,,.537,,,.739,68,39,1826,Rui Hachimura,,,,PF,194,,,.422,,,,,,,.597
21,70,7,119,.501,456,174,.382,80,67,.838,67,10,1160,Jordan Hawkins,29,72,524,SG,210,19,,.366,298,109,148,40,158,65,.411
23,33,29,142,.720,175,126,.720,82,51,.622,70,5,877,Jaxson Hayes,69,123,303,C,211,34,,.000,8,0,211,43,167,126,.754
25,,,,.424,,,.369,,,.746,57,12,,Jordan Goodwin,,,,PG,177,,TOT,.298,,,,,,,.411
25,,,,.448,,,.389,,,.862,40,0,,Jordan Goodwin,,,,PG,177,,,.288,,,,,,,.460
24,,,,,,,.408,,,.824,19,1,316,Ashton Hagans,,,,PG,195,,,.320,,,,,,,.457
23,,,,,,,.477,,,.855,69,68,2224,Tyrese Haliburton,,,,PG,196,,,.364,,,,,,,.595
22,205,20,108,.452,283,117,.413,50,33,.660,42,31,1008,Killian Hayes,11,75,289,PG,212,36,,.297,74,22,119,51,209,95,.455
33,158,13,143,.510,403,187,.464,120,89,.742,51,28,1245,Gordon Hayward,38,67,500,SF,213,40,TOT,.411,90,37,181,66,313,150,.479
33,116,12,92,.505,297,139,.468,81,62,.765,25,25,798,Gordon Hayward,25,46,362,SF,213,28,,.361,61,22,117,51,236,117,.496
25,,,,.399,,,.349,,,.633,17,12,,Jordan Goodwin,,,,PG,177,,,.311,,,,,,,.367
28,,,,.584,,,.556,,,.658,73,73,,Aaron Gordon,,,,PF,178,,,.290,,,,,,,.619
22,,,,,,,.286,,,.500,8,2,76,R.J. Hampton,,,,PG,197,,,.125,,,,,,,.500
31,,,,,,,.402,,,.852,79,12,2120,Tim Hardaway Jr.,,,,SF,198,,,.353,,,,,,,.478
33,42,1,51,.524,106,48,.453,39,27,.692,26,3,447,Gordon Hayward,13,21,138,SF,213,12,,.517,29,15,64,15,77,33,.429
19,336,13,141,.440,797,307,.385,204,167,.819,62,32,1765,Scoot Henderson,53,195,868,PG,214,48,,.325,268,87,194,212,529,220,.416
35,,,,.565,,,.443,,,.797,68,24,,Eric Gordon,,,,SG,179,,,.378,,,,,,,.561
28,,,,.468,,,.352,,,.813,23,0,,Devonte' Graham,,,,PG,180,,,.301,,,,,,,.520
34,,,,,,,.428,,,.878,72,72,2470,James Harden,,,,PG,199,,,.381,,,,,,,.497
21,,,,,,,.407,,,.776,73,7,989,Jaden Hardy,,,,SG,200,,,.362,,,,,,,.447
20,32,30,139,.560,240,108,.450,29,23,.793,40,23,856,Taylor Hendricks,46,77,292,PF,215,28,,.379,140,53,185,27,100,55,.550
24,188,3,203,.531,735,324,.441,111,95,.856,42,40,1407,Tyler Herro,19,63,875,SG,216,30,,.396,333,132,222,93,402,192,.478
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
29,,,,.516,,,.451,,,.817,54,54,,Jerami Grant,,,,PF,181,,,.402,,,,,,,.474
24,,,,.676,,,.588,,,,3,0,,RaiQuan Gray,,,,PF,182,,,.429,,,,,,,.700
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
23,,,,,,,,,,,1,0,4,Ron Harper Jr.,,,,PF,201,,,,,,,,,,
29,,,,,,,.441,,,.756,54,27,1297,Gary Harris,,,,SG,202,,,.371,,,,,,,.598
31,236,42,208,.565,850,371,.436,59,52,.881,84,42,2160,Buddy Hield,61,169,1013,SF-SG,217,70,TOT,.386,568,219,269,103,282,152,.539
31,139,31,133,.575,517,229,.443,33,28,.848,52,28,1336,Buddy Hield,34,103,623,SF,217,43,,.384,357,137,167,62,160,92,.575
24,,,,.599,,,.423,,,.895,56,0,,A.J. Green,,,,SG,183,,,.408,,,,,,,.519
36,,,,.000,,,.000,,,,2,0,,Danny Green,,,,SG,184,,,.000,,,,,,,.000
32,,,,,,,.359,,,.500,16,0,170,Joe Harris,,,,SG,203,,,.333,,,,,,,.444
26,,,,,,,.667,,,,2,0,6,Kevon Harris,,,,SG,204,,,,,,,,,,.667
31,97,11,75,.550,333,142,.426,26,24,.923,32,14,824,Buddy Hield,27,66,390,SG,217,27,,.389,211,82,102,41,122,60,.492
27,70,30,145,.581,329,153,.465,36,23,.639,66,26,1366,Haywood Highsmith,65,117,405,PF,218,53,,.396,192,76,210,34,137,77,.562
24,10,2,15,.558,26,11,.423,5,4,.800,15,0,75,Nate Hinton,7,11,33,SG,219,3,,.500,14,7,22,3,12,4,.333
33,,,,.566,,,.497,,,.730,55,52,,Draymond Green,,,,PF,185,,,.395,,,,,,,.551
21,,,,.498,,,.423,,,.804,82,82,,Jalen Green,,,,SG,186,,,.332,,,,,,,.498
31,,,,,,,.487,,,.878,70,70,2368,Tobias Harris,,,,PF,205,,,.353,,,,,,,.537
30,,,,,,,.500,,,,3,0,6,Shaquille Harrison,,,,SG,206,,,,,,,,,,.500
28,,,,,,,.434,,,.791,81,42,2707,Josh Hart,,,,SF,207,,,.310,,,,,,,.511
25,5,1,0,.433,15,5,.333,2,1,.500,7,0,41,D'Moi Hodge,0,4,14,SG,220,1,,.250,12,3,0,1,3,2,.667
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
27,140,6,100,.547,417,186,.446,63,58,.921,78,1,1269,Aaron Holiday,23,125,514,PG,221,42,,.387,217,84,123,53,200,102,.510
30,,,,.667,,,.600,,,.769,9,5,,Javonte Green,,,,SF,187,,,.370,,,,,,,.729
37,,,,.529,,,.456,,,.819,78,6,,Jeff Green,,,,PF,188,,,.331,,,,,,,.553
23,,,,.575,,,.479,,,.684,57,33,,Josh Green,,,,SG,189,,,.385,,,,,,,.572
25,,,,,,,.644,,,.707,75,49,1896,Isaiah Hartenstein,,,,C,208,,,.333,,,,,,,.646
26,,,,,,,.446,,,.895,79,13,1741,Sam Hauser,,,,SF,209,,,.424,,,,,,,.559
33,333,53,289,.581,689,331,.480,72,60,.833,69,69,2263,Jrue Holiday,84,108,860,PG,222,61,,.429,322,138,373,124,367,193,.526
34,67,9,62,.595,194,88,.454,4,3,.750,58,9,862,Justin Holiday,9,69,234,SG,223,36,,.404,136,55,71,14,58,33,.569
20,,,,.371,,,.290,,,1.000,20,0,,AJ Griffin,,,,SF,190,,,.256,,,,,,,.348
23,,,,.495,,,.372,,,.756,51,18,,Quentin Grimes,,,,SG,191,,TOT,.338,,,,,,,.466
21,,,,,,,.382,,,.838,67,10,1160,Jordan Hawkins,,,,SG,210,,,.366,,,,,,,.411
23,,,,,,,.720,,,.622,70,5,877,Jaxson Hayes,,,,C,211,,,.000,,,,,,,.754
30,25,19,111,.561,147,82,.558,47,34,.723,40,10,555,Richaun Holmes,71,74,199,C-PF,224,11,TOT,.333,3,1,182,24,144,81,.563
30,15,9,45,.559,59,33,.559,21,12,.571,23,2,237,Richaun Holmes,33,33,78,C,224,3,,,0,0,78,12,59,33,.559
23,,,,.530,,,.395,,,.706,45,18,,Quentin Grimes,,,,SG,191,,,.363,,,,,,,.486
23,,,,.262,,,.214,,,.909,6,0,,Quentin Grimes,,,,SG,191,,,.143,,,,,,,.357
22,,,,,,,.413,,,.660,42,31,1008,Killian Hayes,,,,PG,212,,,.297,,,,,,,.455
33,,,,,,,.464,,,.742,51,28,1245,Gordon Hayward,,,,SF,213,,TOT,.411,,,,,,,.479
30,10,10,66,.563,88,49,.557,26,22,.846,17,8,318,Richaun Holmes,38,41,121,PF,224,8,,.333,3,1,104,12,85,48,.565
21,200,190,519,.598,953,505,.530,275,218,.793,82,82,2413,Chet Holmgren,129,197,1357,C,225,53,,.370,349,129,648,131,604,376,.623
25,,,,.289,,,.289,,,.444,11,0,,Mouhamadou Gueye,,,,PF,192,,,.000,,,,,,,.314
21,,,,.413,,,.348,,,.833,6,0,,Mouhamed Gueye,,,,PF,193,,,.333,,,,,,,.357
33,,,,,,,.468,,,.765,25,25,798,Gordon Hayward,,,,SF,213,,,.361,,,,,,,.496
33,,,,,,,.453,,,.692,26,3,447,Gordon Hayward,,,,SF,213,,,.517,,,,,,,.429
20,8,2,11,.244,45,10,.222,20,12,.600,21,0,109,Jalen Hood-Schifino,2,13,34,SG,226,3,,.133,15,2,13,9,30,8,.267
37,168,62,331,.640,419,214,.511,30,26,.867,65,33,1740,Al Horford,82,93,562,C,227,38,,.419,258,108,413,48,161,106,.658
25,,,,.609,,,.537,,,.739,68,39,,Rui Hachimura,,,,PF,194,,,.422,,,,,,,.597
24,,,,.465,,,.408,,,.824,19,1,,Ashton Hagans,,,,PG,195,,,.320,,,,,,,.457
19,,,,,,,.385,,,.819,62,32,1765,Scoot Henderson,,,,PG,214,,,.325,,,,,,,.416
20,,,,,,,.450,,,.793,40,23,856,Taylor Hendricks,,,,PF,215,,,.379,,,,,,,.550
24,,,,,,,.441,,,.856,42,40,1407,Tyler Herro,,,,SG,216,,,.396,,,,,,,.478
23,177,19,100,.460,465,184,.396,109,88,.807,51,11,1009,Talen Horton-Tucker,21,94,516,PG,228,45,,.330,182,60,121,65,283,124,.438
30,28,5,42,.519,105,47,.448,46,35,.761,34,4,509,Danuel House Jr.,16,45,144,SF,229,15,,.300,50,15,58,19,55,32,.582
23,,,,.570,,,.477,,,.855,69,68,,Tyrese Haliburton,,,,PG,196,,,.364,,,,,,,.595
22,,,,.321,,,.286,,,.500,8,2,,R.J. Hampton,,,,PG,197,,,.125,,,,,,,.500
31,,,,,,,.436,,,.881,84,42,2160,Buddy Hield,,,,SF-SG,217,,TOT,.386,,,,,,,.539
31,,,,,,,.443,,,.848,52,28,1336,Buddy Hield,,,,SF,217,,,.384,,,,,,,.575
21,29,4,56,.563,206,80,.388,26,21,.808,59,13,815,Caleb Houstan,28,61,253,SF,230,15,,.373,193,72,84,16,13,8,.615
20,6,2,6,.450,30,10,.333,4,2,.500,18,0,67,Jett Howard,1,4,29,SF,231,2,,.280,25,7,7,3,5,3,.600
31,,,,.510,,,.402,,,.852,79,12,,Tim Hardaway Jr.,,,,SF,198,,,.353,,,,,,,.478
34,,,,.541,,,.428,,,.878,72,72,,James Harden,,,,PG,199,,,.381,,,,,,,.497
31,,,,,,,.426,,,.923,32,14,824,Buddy Hield,,,,SG,217,,,.389,,,,,,,.492
27,,,,,,,.465,,,.639,66,26,1366,Haywood Highsmith,,,,PF,218,,,.396,,,,,,,.562
25,166,23,186,.553,560,248,.443,47,36,.766,64,59,1562,Kevin Huerter,38,135,655,SG,232,45,,.361,341,123,224,53,219,125,.571
25,2,3,9,.700,15,9,.600,2,2,1.000,20,0,49,Jay Huff,2,9,23,C,233,2,,.333,9,3,11,1,6,6,1.000
21,,,,.492,,,.407,,,.776,73,7,,Jaden Hardy,,,,SG,200,,,.362,,,,,,,.447
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
24,,,,,,,.423,,,.800,15,0,75,Nate Hinton,,,,SG,219,,,.500,,,,,,,.333
25,,,,,,,.333,,,.500,7,0,41,D'Moi Hodge,,,,SG,220,,,.250,,,,,,,.667
26,87,16,191,.547,663,304,.459,196,166,.847,57,37,1681,De'Andre Hunter,31,146,891,SF,234,40,,.385,304,117,222,83,359,187,.521
23,4,3,7,.426,34,12,.353,3,3,1.000,8,0,113,Matthew Hurt,9,8,32,PF,235,3,,.250,20,5,16,2,14,7,.500
23,,,,,,,,,,,1,0,,Ron Harper Jr.,,,,PF,201,,,,,,,,,,
29,,,,.569,,,.441,,,.756,54,27,,Gary Harris,,,,SG,202,,,.371,,,,,,,.598
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
27,,,,,,,.446,,,.921,78,1,1269,Aaron Holiday,,,,PG,221,,,.387,,,,,,,.510
23,93,4,50,.474,251,97,.386,23,18,.783,37,5,540,Bones Hyland,5,51,256,PG,236,26,,.326,135,44,55,44,116,53,.457
36,203,5,124,.590,227,99,.436,34,28,.824,68,0,1169,Joe Ingles,18,88,296,SF,237,43,,.435,161,70,142,67,66,29,.439
32,,,,.487,,,.359,,,.500,16,0,,Joe Harris,,,,SG,203,,,.333,,,,,,,.444
26,,,,.667,,,.667,,,,2,0,,Kevon Harris,,,,SG,204,,,,,,,,,,.667
33,,,,,,,.480,,,.833,69,69,2263,Jrue Holiday,,,,PG,222,,,.429,,,,,,,.526
34,,,,,,,.454,,,.750,58,9,862,Justin Holiday,,,,SG,223,,,.404,,,,,,,.569
26,363,40,281,.534,1017,500,.492,307,246,.801,64,64,2103,Brandon Ingram,43,145,1332,SF,238,50,,.355,242,86,324,163,775,414,.534
31,299,28,246,.573,1131,562,.497,210,190,.905,58,58,2030,Kyrie Irving,44,112,1487,SG,239,74,,.411,421,173,290,106,710,389,.548
31,,,,.535,,,.487,,,.878,70,70,,Tobias Harris,,,,PF,205,,,.353,,,,,,,.537
30,,,,.500,,,.500,,,,3,0,,Shaquille Harrison,,,,SG,206,,,,,,,,,,.500
30,,,,,,,.558,,,.723,40,10,555,Richaun Holmes,,,,C-PF,224,,TOT,.333,,,,,,,.563
30,,,,,,,.559,,,.571,23,2,237,Richaun Holmes,,,,C,224,,,,,,,,,,.559
26,30,70,187,.584,286,146,.510,82,59,.720,58,2,914,Jonathan Isaac,73,64,393,PF,240,43,,.375,112,42,260,27,174,104,.598
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
28,,,,.493,,,.434,,,.791,81,42,,Josh Hart,,,,SF,207,,,.310,,,,,,,.511
25,,,,.645,,,.644,,,.707,75,49,,Isaiah Hartenstein,,,,C,208,,,.333,,,,,,,.646
30,,,,,,,.557,,,.846,17,8,318,Richaun Holmes,,,,PF,224,,,.333,,,,,,,.565
21,,,,,,,.530,,,.793,82,82,2413,Chet Holmgren,,,,C,225,,,.370,,,,,,,.623
21,296,41,178,.492,973,417,.429,303,227,.749,77,61,2217,Jaden Ivey,86,204,1185,SG,241,57,,.336,369,124,264,190,604,293,.485
22,50,6,70,.585,100,50,.500,11,8,.727,57,8,572,Andre Jackson Jr.,43,92,125,SG,242,16,,.370,46,17,113,28,54,33,.611
26,,,,.623,,,.446,,,.895,79,13,,Sam Hauser,,,,SF,209,,,.424,,,,,,,.559
21,,,,.501,,,.382,,,.838,67,10,,Jordan Hawkins,,,,SG,210,,,.366,,,,,,,.411
20,,,,,,,.222,,,.600,21,0,109,Jalen Hood-Schifino,,,,SG,226,,,.133,,,,,,,.267
37,,,,,,,.511,,,.867,65,33,1740,Al Horford,,,,C,227,,,.419,,,,,,,.658
19,59,24,143,.519,563,241,.428,153,115,.752,48,18,1233,GG Jackson II,53,64,699,PF,243,28,,.357,286,102,196,65,277,139,.502
22,50,61,144,.665,233,155,.665,102,73,.716,59,3,771,Isaiah Jackson,94,137,383,C,244,34,,.000,4,0,238,39,229,155,.677
23,,,,.720,,,.720,,,.622,70,5,,Jaxson Hayes,,,,C,211,,,.000,,,,,,,.754
22,,,,.452,,,.413,,,.660,42,31,,Killian Hayes,,,,PG,212,,,.297,,,,,,,.455
23,,,,,,,.396,,,.807,51,11,1009,Talen Horton-Tucker,,,,PG,228,,,.330,,,,,,,.438
30,,,,,,,.448,,,.761,34,4,509,Danuel House Jr.,,,,SF,229,,,.300,,,,,,,.582
24,154,106,280,.494,1162,516,.444,417,337,.808,66,66,2124,Jaren Jackson Jr.,85,235,1486,C,245,80,,.320,366,117,365,160,796,399,.501
28,0,0,0,,0,0,,0,0,,2,0,1,Justin Jackson,0,0,0,SF,246,0,,,0,0,0,0,0,0,
33,,,,.510,,,.464,,,.742,51,28,,Gordon Hayward,,,,SF,213,,TOT,.411,,,,,,,.479
33,,,,.505,,,.468,,,.765,25,25,,Gordon Hayward,,,,SF,213,,,.361,,,,,,,.496
21,,,,,,,.388,,,.808,59,13,815,Caleb Houstan,,,,SF,230,,,.373,,,,,,,.615
20,,,,,,,.333,,,.500,18,0,67,Jett Howard,,,,SF,231,,,.280,,,,,,,.600
25,2,0,4,.000,1,0,.000,2,2,1.000,3,0,11,Quenton Jackson,0,1,2,PG,247,1,,,0,0,4,0,1,0,.000
33,308,13,122,.499,756,326,.431,98,79,.806,82,23,1817,Reggie Jackson,33,149,833,PG,248,44,,.359,284,102,155,106,472,224,.475
33,,,,.524,,,.453,,,.692,26,3,,Gordon Hayward,,,,SF,213,,,.517,,,,,,,.429
19,,,,.440,,,.385,,,.819,62,32,,Scoot Henderson,,,,PG,214,,,.325,,,,,,,.416
25,,,,,,,.443,,,.766,64,59,1562,Kevin Huerter,,,,SG,232,,,.361,,,,,,,.571
25,,,,,,,.600,,,1.000,20,0,49,Jay Huff,,,,C,233,,,.333,,,,,,,1.000
23,82,76,206,.702,332,233,.702,132,74,.561,68,16,1130,Trayce Jackson-Davis,135,108,540,PF,249,29,,.000,1,0,341,49,331,233,.704
39,589,38,457,.599,1269,685,.540,404,303,.750,71,71,2504,LeBron James,61,78,1822,PF,250,89,,.410,363,149,518,245,906,536,.592
20,,,,.560,,,.450,,,.793,40,23,,Taylor Hendricks,,,,PF,215,,,.379,,,,,,,.550
24,,,,.531,,,.441,,,.856,42,40,,Tyler Herro,,,,SG,216,,,.396,,,,,,,.478
26,,,,,,,.459,,,.847,57,37,1681,De'Andre Hunter,,,,SF,234,,,.385,,,,,,,.521
23,,,,,,,.353,,,1.000,8,0,113,Matthew Hurt,,,,PF,235,,,.250,,,,,,,.500
22,195,20,203,.536,697,341,.489,175,142,.811,75,20,2113,Jaime Jaquez Jr.,82,167,889,SF,251,77,,.322,202,65,285,110,495,276,.558
26,26,2,36,.380,50,17,.340,11,5,.455,9,0,150,DeJon Jarreau,8,14,43,SG,252,6,,.308,13,4,44,9,37,13,.351
31,,,,.565,,,.436,,,.881,84,42,,Buddy Hield,,,,SF-SG,217,,TOT,.386,,,,,,,.539
31,,,,.575,,,.443,,,.848,52,28,,Buddy Hield,,,,SF,217,,,.384,,,,,,,.575
23,,,,,,,.386,,,.783,37,5,540,Bones Hyland,,,,PG,236,,,.326,,,,,,,.457
36,,,,,,,.436,,,.824,68,0,1169,Joe Ingles,,,,SF,237,,,.435,,,,,,,.439
26,5,1,5,.412,17,6,.353,2,0,.000,17,0,46,DaQuan Jeffries,0,2,14,SG,253,0,,.200,10,2,5,3,7,4,.571
24,27,28,70,.551,136,75,.551,25,21,.840,25,14,573,Trey Jemison,64,69,171,C,254,12,TOT,,0,0,134,34,136,75,.551
31,,,,.550,,,.426,,,.923,32,14,,Buddy Hield,,,,SG,217,,,.389,,,,,,,.492
27,,,,.581,,,.465,,,.639,66,26,,Haywood Highsmith,,,,PF,218,,,.396,,,,,,,.562
26,,,,,,,.492,,,.801,64,64,2103,Brandon Ingram,,,,SF,238,,,.355,,,,,,,.534
31,,,,,,,.497,,,.905,58,58,2030,Kyrie Irving,,,,SG,239,,,.411,,,,,,,.548
24,0,0,1,,0,0,,0,0,,2,0,1,Trey Jemison,0,0,0,C,254,0,,,0,0,1,1,0,0,
24,27,28,69,.551,136,75,.551,25,21,.840,23,14,572,Trey Jemison,64,69,171,C,254,12,,,0,0,133,33,136,75,.551
24,,,,.558,,,.423,,,.800,15,0,,Nate Hinton,,,,SG,219,,,.500,,,,,,,.333
25,,,,.433,,,.333,,,.500,7,0,,D'Moi Hodge,,,,SG,220,,,.250,,,,,,,.667
26,,,,,,,.510,,,.720,58,2,914,Jonathan Isaac,,,,PF,240,,,.375,,,,,,,.598
26,3,0,0,.500,4,2,.500,0,0,,2,0,15,Ty Jerome,1,2,4,SG,255,0,,.000,1,0,1,1,3,2,.667
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
27,,,,.547,,,.446,,,.921,78,1,,Aaron Holiday,,,,PG,221,,,.387,,,,,,,.510
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
21,,,,,,,.429,,,.749,77,61,2217,Jaden Ivey,,,,SG,241,,,.336,,,,,,,.485
24,99,22,148,.609,485,222,.458,52,45,.865,78,1,1445,Isaiah Joe,32,87,636,SG,256,46,,.416,353,147,180,47,132,75,.568
27,138,15,196,.557,619,276,.446,109,86,.789,58,47,1599,Cameron Johnson,55,105,776,PF,257,49,,.391,353,138,251,57,266,138,.519
33,,,,.581,,,.480,,,.833,69,69,,Jrue Holiday,,,,PG,222,,,.429,,,,,,,.526
34,,,,.595,,,.454,,,.750,58,9,,Justin Holiday,,,,SG,223,,,.404,,,,,,,.569
22,,,,,,,.500,,,.727,57,8,572,Andre Jackson Jr.,,,,SG,242,,,.370,,,,,,,.611
19,,,,,,,.428,,,.752,48,18,1233,GG Jackson II,,,,PF,243,,,.357,,,,,,,.502
22,203,47,414,.562,702,359,.511,147,107,.728,56,52,1889,Jalen Johnson,74,133,896,SF,258,67,,.355,200,71,488,101,502,288,.574
36,8,1,3,.300,10,3,.300,2,2,1.000,9,0,47,James Johnson,1,9,8,PF,259,5,,.000,2,0,4,5,8,3,.375
30,,,,.561,,,.558,,,.723,40,10,,Richaun Holmes,,,,C-PF,224,,TOT,.333,,,,,,,.563
30,,,,.559,,,.559,,,.571,23,2,,Richaun Holmes,,,,C,224,,,,,,,,,,.559
22,,,,,,,.665,,,.716,59,3,771,Isaiah Jackson,,,,C,244,,,.000,,,,,,,.677
24,,,,,,,.444,,,.808,66,66,2124,Jaren Jackson Jr.,,,,C,245,,,.320,,,,,,,.501
24,195,20,282,.527,862,391,.454,221,175,.792,69,27,2038,Keldon Johnson,95,149,1084,SF,260,51,,.346,367,127,377,100,495,264,.533
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
21,3,1,4,.476,21,8,.381,12,11,.917,5,0,61,Keon Johnson,3,5,31,SG,261,3,,.400,10,4,7,5,11,4,.364
30,,,,.563,,,.557,,,.846,17,8,,Richaun Holmes,,,,PF,224,,,.333,,,,,,,.565
21,,,,.598,,,.530,,,.793,82,82,,Chet Holmgren,,,,C,225,,,.370,,,,,,,.623
28,,,,,,,,,,,2,0,1,Justin Jackson,,,,SF,246,,,,,,,,,,
25,,,,,,,.000,,,1.000,3,0,11,Quenton Jackson,,,,PG,247,,,,,,,,,,.000
23,4,0,6,.344,16,5,.313,0,0,,9,0,66,Keyontae Johnson,4,5,11,SF,262,1,,.333,3,1,10,4,13,4,.308
28,708,68,753,.612,1411,822,.583,438,358,.817,79,79,2737,Nikola Jokić,223,194,2085,C,263,108,,.359,231,83,976,237,1180,739,.626
20,,,,.244,,,.222,,,.600,21,0,,Jalen Hood-Schifino,,,,SG,226,,,.133,,,,,,,.267
37,,,,.640,,,.511,,,.867,65,33,,Al Horford,,,,C,227,,,.419,,,,,,,.658
33,,,,,,,.431,,,.806,82,23,1817,Reggie Jackson,,,,PG,248,,,.359,,,,,,,.475
23,,,,,,,.702,,,.561,68,16,1130,Trayce Jackson-Davis,,,,PF,249,,,.000,,,,,,,.704
21,20,5,23,.408,71,28,.394,11,6,.545,30,0,192,Colby Jones,17,29,64,SG,264,7,,.091,22,2,40,10,49,26,.531
28,15,13,42,.618,72,43,.597,21,18,.857,39,0,270,Damian Jones,20,27,107,C,265,7,,.214,14,3,62,13,58,40,.690
23,,,,.460,,,.396,,,.807,51,11,,Talen Horton-Tucker,,,,PG,228,,,.330,,,,,,,.438
30,,,,.519,,,.448,,,.761,34,4,,Danuel House Jr.,,,,SF,229,,,.300,,,,,,,.582
39,,,,,,,.540,,,.750,71,71,2504,LeBron James,,,,PF,250,,,.410,,,,,,,.592
22,,,,,,,.489,,,.811,75,20,2113,Jaime Jaquez Jr.,,,,SF,251,,,.322,,,,,,,.558
26,,,,,,,.340,,,.455,9,0,150,DeJon Jarreau,,,,SG,252,,,.308,,,,,,,.351
26,75,51,168,.566,495,239,.483,136,97,.713,76,66,1783,Derrick Jones Jr.,82,121,657,SF,266,53,,.343,239,82,250,65,256,157,.613
25,199,62,198,.595,588,293,.498,158,137,.867,76,76,2321,Herbert Jones,74,224,837,SF,267,105,,.418,273,114,272,93,315,179,.568
21,,,,.563,,,.388,,,.808,59,13,,Caleb Houstan,,,,SF,230,,,.373,,,,,,,.615
20,,,,.450,,,.333,,,.500,18,0,,Jett Howard,,,,SF,231,,,.280,,,,,,,.600
26,,,,,,,.353,,,.000,17,0,46,DaQuan Jeffries,,,,SG,253,,,.200,,,,,,,.571
24,,,,,,,.551,,,.840,25,14,573,Trey Jemison,,,,C,254,,TOT,,,,,,,,.551
24,,,,,,,,,,,2,0,1,Trey Jemison,,,,C,254,,,,,,,,,,
25,5,0,4,.375,8,2,.250,2,1,.500,5,0,28,Mason Jones,1,3,7,SG,268,1,,.286,7,2,5,2,1,0,.000
24,478,9,231,.558,600,303,.505,118,101,.856,77,48,2138,Tre Jones,58,92,771,PG,269,78,,.335,191,64,289,116,409,239,.584
25,,,,.553,,,.443,,,.766,64,59,,Kevin Huerter,,,,SG,232,,,.361,,,,,,,.571
25,,,,.700,,,.600,,,1.000,20,0,,Jay Huff,,,,C,233,,,.333,,,,,,,1.000
24,,,,,,,.551,,,.840,23,14,572,Trey Jemison,,,,C,254,,,,,,,,,,.551
26,,,,,,,.500,,,,2,0,15,Ty Jerome,,,,SG,255,,,.000,,,,,,,.667
24,,,,,,,.458,,,.865,78,1,1445,Isaiah Joe,,,,SG,256,,,.416,,,,,,,.568
27,485,18,159,.569,666,326,.489,40,32,.800,66,66,1933,Tyus Jones,20,48,790,PG,270,71,,.414,256,106,179,66,410,220,.537
35,26,16,103,.624,93,58,.624,53,26,.491,36,2,396,DeAndre Jordan,54,56,142,C,271,6,,,0,0,157,23,93,58,.624
