age,assists,blocks,defensive_rebound,effective_field_goal_percentage,field_goal_attempts,field_goal_made,field_goal_percentage,free_throw_attempts,free_throw_made,free_throw_percentage,games_played,games_started,minutes_played,name,offensive_rebound,personal_fouls,points,position,ranking,steals,team,three_pt_percentage,three_pts_attempts,three_pts_made,total_rebound,turnover,two_pts_attempts,two_pts_made,two_pts_percentage
28,,,,.612,,,.583,,,.817,79,79,,Nikola Jokić,,,,C,263,,,.359,,,,,,,.626
21,,,,.408,,,.394,,,.545,30,0,,Colby Jones,,,,SG,264,,,.091,,,,,,,.531
28,,,,,,,.463,,,.775,70,70,2281,Kyle Kuzma,,,,PF,286,,,.336,,,,,,,.530
28,,,,,,,.515,,,.800,56,3,763,Jock Landale,,,,C,287,,,.250,,,,,,,.578
33,508,18,284,.510,1277,541,.424,514,473,.920,73,73,2579,Damian Lillard,36,134,1775,PG,298,72,,.354,622,220,320,193,655,321,.490
23,21,10,61,.544,124,57,.460,20,17,.850,45,2,458,Nassir Little,14,39,152,SF,299,10,,.300,70,21,75,14,54,36,.667
19,60,77,243,.747,296,221,.747,81,41,.506,55,42,1294,Dereck Lively II,135,144,483,C,300,36,,.000,2,0,378,50,294,221,.752
28,,,,.618,,,.597,,,.857,39,0,,Damian Jones,,,,C,265,,,.214,,,,,,,.690
26,,,,.566,,,.483,,,.713,76,66,,Derrick Jones Jr.,,,,SF,266,,,.343,,,,,,,.613
25,,,,.595,,,.498,,,.867,76,76,,Herbert Jones,,,,SF,267,,,.418,,,,,,,.568
22,,,,,,,.389,,,.826,35,6,806,Jake LaRavia,,,,PF,288,,,.340,,,,,,,.442
28,,,,,,,.452,,,.854,25,23,872,Zach LaVine,,,,SG,289,,,.349,,,,,,,.536
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
25,25,5,33,.440,116,40,.345,18,12,.667,23,6,469,Isaiah Livers,15,43,114,PF,301,13,,.286,77,22,48,16,39,18,.462
25,,,,.375,,,.250,,,.500,5,0,,Mason Jones,,,,SG,268,,,.286,,,,,,,.000
24,,,,.558,,,.505,,,.856,77,48,,Tre Jones,,,,PG,269,,,.335,,,,,,,.584
23,,,,,,,.446,,,.652,42,0,311,A.J. Lawson,,,,SG,290,,,.260,,,,,,,.577
24,,,,,,,.364,,,.744,24,0,185,Saben Lee,,,,PG,291,,,.125,,,,,,,.462
30,,,,,,,.617,,,.588,48,0,444,Alex Len,,,,C,292,,,.000,,,,,,,.641
20,5,0,18,.523,22,11,.500,4,3,.750,21,0,90,Chris Livingston,3,15,26,SF,302,2,,.200,5,1,21,5,17,10,.588
21,33,5,26,.506,78,36,.462,26,17,.654,21,0,199,Kenneth Lofton Jr.,12,24,96,PF,303,6,TOT,.292,24,7,38,14,54,29,.537
27,,,,.569,,,.489,,,.800,66,66,,Tyus Jones,,,,PG,270,,,.414,,,,,,,.537
35,,,,.624,,,.624,,,.491,36,2,,DeAndre Jordan,,,,C,271,,,,,,,,,,.624
32,,,,,,,.525,,,.885,68,68,2330,Kawhi Leonard,,,,SF,293,,,.417,,,,,,,.569
29,,,,,,,.421,,,.766,68,10,1958,Caris LeVert,,,,SG,294,,,.325,,,,,,,.486
21,14,3,13,.419,37,14,.378,15,8,.533,15,0,99,Kenneth Lofton Jr.,2,15,39,PF,303,3,,.300,10,3,15,6,27,11,.407
21,0,0,3,.167,6,1,.167,0,0,,2,0,9,Kenneth Lofton Jr.,0,0,2,PF,303,0,,.000,2,0,3,2,4,1,.250
32,,,,.461,,,.359,,,.571,26,0,,Cory Joseph,,,,PG,272,,,.310,,,,,,,.455
20,,,,.568,,,.452,,,.702,46,38,,Nikola Jović,,,,PF,273,,,.399,,,,,,,.525
22,,,,,,,.370,,,.850,28,0,265,Kira Lewis Jr.,,,,PG,295,,TOT,.121,,,,,,,.508
22,,,,,,,.308,,,.909,15,0,144,Kira Lewis Jr.,,,,PG,295,,,.100,,,,,,,.438
21,19,2,10,.657,35,21,.600,11,9,.818,4,0,91,Kenneth Lofton Jr.,10,9,55,PF,303,3,,.333,12,4,20,6,23,17,.739
27,133,29,276,.597,233,139,.597,83,56,.675,74,36,1195,Kevon Looney,143,155,334,C,304,28,,.000,1,0,419,50,232,139,.599
35,127,189,292,.583,755,366,.485,134,110,.821,79,79,2411,Brook Lopez,117,191,990,C,305,43,,.366,404,148,409,79,351,218,.621
22,,,,.609,,,.464,,,.714,20,5,,Johnny Juzang,,,,SG,274,,,.416,,,,,,,.576
27,,,,.617,,,.448,,,.889,39,22,,Luke Kennard,,,,SG,275,,,.450,,,,,,,.442
22,,,,.660,,,.654,,,.602,64,22,,Walker Kessler,,,,C,276,,,.211,,,,,,,.680
22,,,,,,,,,,,1,0,2,Kira Lewis Jr.,,,,PG,295,,,,,,,,,,
22,,,,,,,.450,,,.778,12,0,119,Kira Lewis Jr.,,,,PG,295,,,.154,,,,,,,.593
35,4,3,2,.421,19,7,.368,2,2,1.000,16,2,65,Robin Lopez,3,7,18,C,306,1,,.250,8,2,5,2,11,5,.455
35,115,10,279,.557,359,158,.440,108,85,.787,55,5,924,Kevin Love,59,97,485,PF,307,18,,.344,244,84,338,48,115,74,.643
37,253,21,160,.562,377,163,.432,75,63,.840,60,55,1690,Kyle Lowry,34,146,487,PG,308,59,TOT,.392,250,98,194,85,127,65,.512
26,,,,.471,,,.412,,,.750,20,0,,Braxton Key,,,,SF,277,,,.400,,,,,,,.417
24,,,,.602,,,.486,,,.726,80,22,,Corey Kispert,,,,SF,278,,,.383,,,,,,,.643
21,,,,,,,.190,,,.667,34,0,103,Maxwell Lewis,,,,SF,296,,,.111,,,,,,,.250
23,,,,,,,.167,,,1.000,8,0,23,E.J. Liddell,,,,PF,297,,,.000,,,,,,,1.000
37,147,15,104,.554,242,103,.426,42,35,.833,37,35,1037,Kyle Lowry,25,94,303,PG,308,39,,.385,161,62,129,53,81,41,.506
37,106,6,56,.578,135,60,.444,33,28,.848,23,20,653,Kyle Lowry,9,52,184,PG,308,20,,.404,89,36,65,32,46,24,.522
32,,,,.541,,,.432,,,.702,43,7,,Maxi Kleber,,,,C,279,,,.348,,,,,,,.574
24,,,,.546,,,.462,,,.909,31,11,,Kevin Knox,,,,SF,280,,,.330,,,,,,,.598
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
33,,,,,,,.424,,,.920,73,73,2579,Damian Lillard,,,,PG,298,,,.354,,,,,,,.490
23,,,,,,,.460,,,.850,45,2,458,Nassir Little,,,,SF,299,,,.300,,,,,,,.667
19,,,,,,,.747,,,.506,55,42,1294,Dereck Lively II,,,,C,300,,,.000,,,,,,,.752
23,0,0,6,.324,17,4,.235,4,3,.750,9,0,52,Seth Lundy,1,6,14,SF,309,0,,.231,13,3,7,1,4,1,.250
28,72,19,196,.576,321,143,.445,70,49,.700,58,0,1158,Trey Lyles,61,86,419,PF,310,17,,.384,219,84,257,38,102,59,.578
27,,,,.514,,,.423,,,.840,55,23,,John Konchar,,,,SF,281,,,.317,,,,,,,.568
26,,,,.487,,,.395,,,.700,35,0,,Furkan Korkmaz,,,,SG,282,,,.350,,,,,,,.444
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
25,,,,,,,.345,,,.667,23,6,469,Isaiah Livers,,,,PF,301,,,.286,,,,,,,.462
20,,,,,,,.500,,,.750,21,0,90,Chris Livingston,,,,SF,302,,,.200,,,,,,,.588
22,28,0,20,.321,70,20,.286,15,14,.933,17,1,213,Théo Maledon,4,21,59,PG,311,7,TOT,.167,30,5,24,18,40,15,.375
22,28,0,19,.326,66,19,.288,12,11,.917,13,1,200,Théo Maledon,4,18,54,PG,311,7,,.167,30,5,23,15,36,14,.389
28,,,,.702,,,.700,,,.907,63,7,,Luke Kornet,,,,C,283,,,1.000,,,,,,,.698
23,,,,.625,,,.490,,,.833,22,14,,Vit Krejci,,,,PG,284,,,.412,,,,,,,.639
21,,,,,,,.462,,,.654,21,0,199,Kenneth Lofton Jr.,,,,PF,303,,TOT,.292,,,,,,,.537
21,,,,,,,.378,,,.533,15,0,99,Kenneth Lofton Jr.,,,,PF,303,,,.300,,,,,,,.407
21,,,,,,,.167,,,,2,0,9,Kenneth Lofton Jr.,,,,PF,303,,,.000,,,,,,,.250
22,0,0,1,.250,4,1,.250,3,3,1.000,4,0,13,Théo Maledon,0,3,5,PG,311,0,,,0,0,1,3,4,1,.250
24,49,12,102,.532,155,73,.471,34,25,.735,46,5,451,Sandro Mamukelashvili,45,35,190,C,312,7,,.297,64,19,147,19,91,54,.593
21,,,,.560,,,.529,,,.746,74,46,,Jonathan Kuminga,,,,PF,285,,,.321,,,,,,,.578
28,,,,.521,,,.463,,,.775,70,70,,Kyle Kuzma,,,,PF,286,,,.336,,,,,,,.530
28,,,,.539,,,.515,,,.800,56,3,,Jock Landale,,,,C,287,,,.250,,,,,,,.578
21,,,,,,,.600,,,.818,4,0,91,Kenneth Lofton Jr.,,,,PF,303,,,.333,,,,,,,.739
27,,,,,,,.597,,,.675,74,36,1195,Kevon Looney,,,,C,304,,,.000,,,,,,,.599
27,119,15,167,.587,493,254,.515,95,79,.832,75,71,1873,Terance Mann,87,145,658,SG,313,43,,.348,204,71,254,48,289,183,.633
22,165,3,129,.533,316,145,.459,59,45,.763,41,28,987,Tre Mann,20,48,382,PG,314,51,TOT,.373,126,47,149,65,190,98,.516
22,,,,.477,,,.389,,,.826,35,6,,Jake LaRavia,,,,PF,288,,,.340,,,,,,,.442
28,,,,.531,,,.452,,,.854,25,23,,Zach LaVine,,,,SG,289,,,.349,,,,,,,.536
35,,,,,,,.485,,,.821,79,79,2411,Brook Lopez,,,,C,305,,,.366,,,,,,,.621
35,,,,,,,.368,,,1.000,16,2,65,Robin Lopez,,,,C,306,,,.250,,,,,,,.455
35,,,,,,,.440,,,.787,55,5,924,Kevin Love,,,,PF,307,,,.344,,,,,,,.643
22,20,0,20,.600,40,20,.500,1,1,1.000,13,0,119,Tre Mann,4,3,49,PG,314,3,,.421,19,8,24,9,21,12,.571
22,145,3,109,.524,276,125,.453,58,44,.759,28,28,868,Tre Mann,16,45,333,PG,314,48,,.364,107,39,125,56,169,86,.509
23,,,,.500,,,.446,,,.652,42,0,,A.J. Lawson,,,,SG,290,,,.260,,,,,,,.577
24,,,,.382,,,.364,,,.744,24,0,,Saben Lee,,,,PG,291,,,.125,,,,,,,.462
30,,,,.617,,,.617,,,.588,48,0,,Alex Len,,,,C,292,,,.000,,,,,,,.641
37,,,,,,,.432,,,.840,60,55,1690,Kyle Lowry,,,,PG,308,,TOT,.392,,,,,,,.512
37,,,,,,,.426,,,.833,37,35,1037,Kyle Lowry,,,,PG,308,,,.385,,,,,,,.506
37,,,,,,,.444,,,.848,23,20,653,Kyle Lowry,,,,PG,308,,,.404,,,,,,,.522
35,6,2,25,.529,34,18,.529,14,9,.643,14,0,71,Boban Marjanović,7,5,45,C,315,1,,.000,2,0,32,5,32,18,.563
26,110,26,327,.578,890,427,.480,277,249,.899,55,55,1820,Lauri Markkanen,122,100,1278,PF,316,50,,.399,439,175,449,77,451,252,.559
32,,,,.585,,,.525,,,.885,68,68,,Kawhi Leonard,,,,SF,293,,,.417,,,,,,,.569
29,,,,.487,,,.421,,,.766,68,10,,Caris LeVert,,,,SG,294,,,.325,,,,,,,.486
22,,,,.391,,,.370,,,.850,28,0,,Kira Lewis Jr.,,,,PG,295,,TOT,.121,,,,,,,.508
23,,,,,,,.235,,,.750,9,0,52,Seth Lundy,,,,SF,309,,,.231,,,,,,,.250
28,,,,,,,.445,,,.700,58,0,1158,Trey Lyles,,,,PF,310,,,.384,,,,,,,.578
22,,,,,,,.286,,,.933,17,1,213,Théo Maledon,,,,PG,311,,TOT,.167,,,,,,,.375
26,128,12,187,.542,367,170,.463,86,68,.791,66,1,1257,Naji Marshall,53,91,466,SF,317,49,,.387,150,58,240,65,217,112,.516
28,143,29,207,.504,559,241,.431,99,77,.778,64,23,1756,Caleb Martin,74,126,640,SF,318,47,,.349,232,81,281,77,327,160,.489
28,104,18,90,.444,215,82,.381,33,20,.606,28,22,753,Cody Martin,19,48,211,SF,319,32,,.314,86,27,109,44,129,55,.426
22,,,,.327,,,.308,,,.909,15,0,,Kira Lewis Jr.,,,,PG,295,,,.100,,,,,,,.438
22,,,,,,,,,,,1,0,,Kira Lewis Jr.,,,,PG,295,,,,,,,,,,
22,,,,,,,.288,,,.917,13,1,200,Théo Maledon,,,,PG,311,,,.167,,,,,,,.389
22,,,,,,,.250,,,1.000,4,0,13,Théo Maledon,,,,PG,311,,,,,,,,,,.250
23,51,12,90,.558,181,97,.536,41,22,.537,60,2,746,KJ Martin,41,100,224,SF,320,22,TOT,.286,28,8,131,32,153,89,.582
23,1,1,2,.450,10,4,.400,2,1,.500,2,0,31,KJ Martin,1,3,10,SF,320,2,,.200,5,1,3,2,5,3,.600
22,,,,.475,,,.450,,,.778,12,0,,Kira Lewis Jr.,,,,PG,295,,,.154,,,,,,,.593
21,,,,.214,,,.190,,,.667,34,0,,Maxwell Lewis,,,,SF,296,,,.111,,,,,,,.250
24,,,,,,,.471,,,.735,46,5,451,Sandro Mamukelashvili,,,,C,312,,,.297,,,,,,,.593
27,,,,,,,.515,,,.832,75,71,1873,Terance Mann,,,,SG,313,,,.348,,,,,,,.633
23,50,11,88,.564,171,93,.544,39,21,.538,58,2,715,KJ Martin,40,97,214,SF,320,20,,.304,23,7,128,30,148,86,.581
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
27,37,8,75,.644,226,103,.456,42,34,.810,66,5,992,Garrison Mathews,17,115,325,SG,321,20,,.440,193,85,92,19,33,18,.545
23,,,,.167,,,.167,,,1.000,8,0,,E.J. Liddell,,,,PF,297,,,.000,,,,,,,1.000
33,,,,.510,,,.424,,,.920,73,73,,Damian Lillard,,,,PG,298,,,.354,,,,,,,.490
23,,,,.544,,,.460,,,.850,45,2,,Nassir Little,,,,SF,299,,,.300,,,,,,,.667
22,,,,,,,.459,,,.763,41,28,987,Tre Mann,,,,PG,314,,TOT,.373,,,,,,,.516
22,,,,,,,.500,,,1.000,13,0,119,Tre Mann,,,,PG,314,,,.421,,,,,,,.571
21,119,14,174,.507,663,296,.446,224,184,.821,59,19,1538,Bennedict Mathurin,60,117,856,SF,322,35,,.374,214,80,234,97,449,216,.481
37,23,11,44,.474,97,34,.351,24,18,.750,36,3,413,Wesley Matthews,9,43,110,SG,323,16,,.348,69,24,53,8,28,10,.357
23,433,33,222,.524,1419,638,.450,378,328,.868,70,70,2626,Tyrese Maxey,36,151,1816,PG,324,69,,.373,569,212,258,116,850,426,.501
19,,,,.747,,,.747,,,.506,55,42,,Dereck Lively II,,,,C,300,,,.000,,,,,,,.752
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
25,,,,.440,,,.345,,,.667,23,6,,Isaiah Livers,,,,PF,301,,,.286,,,,,,,.462
22,,,,,,,.453,,,.759,28,28,868,Tre Mann,,,,PG,314,,,.364,,,,,,,.509
35,,,,,,,.529,,,.643,14,0,71,Boban Marjanović,,,,C,315,,,.000,,,,,,,.563
26,,,,,,,.480,,,.899,55,55,1820,Lauri Markkanen,,,,PF,316,,,.399,,,,,,,.559
26,85,4,33,.447,159,63,.396,17,13,.765,38,5,433,Skylar Mays,10,26,155,PG-SG,325,21,TOT,.296,54,16,43,20,105,47,.448
26,75,3,28,.435,138,53,.384,17,13,.765,21,5,356,Skylar Mays,9,20,133,PG,325,14,,.286,49,14,37,18,89,39,.438
26,10,1,5,.524,21,10,.476,0,0,,17,0,77,Skylar Mays,1,6,22,SG,325,7,,.400,5,2,6,2,16,8,.500
20,,,,.523,,,.500,,,.750,21,0,,Chris Livingston,,,,SF,302,,,.200,,,,,,,.588
21,,,,.506,,,.462,,,.654,21,0,,Kenneth Lofton Jr.,,,,PF,303,,TOT,.292,,,,,,,.537
26,,,,,,,.463,,,.791,66,1,1257,Naji Marshall,,,,SF,317,,,.387,,,,,,,.516
28,,,,,,,.431,,,.778,64,23,1756,Caleb Martin,,,,SF,318,,,.349,,,,,,,.489
23,114,7,69,.572,454,205,.452,50,43,.860,68,14,1328,Miles McBride,31,108,562,PG,326,50,,.410,266,109,100,30,188,96,.511
32,305,41,247,.572,1055,484,.459,139,115,.827,66,66,2159,CJ McCollum,39,126,1322,PG,327,62,,.429,557,239,286,110,498,245,.492
21,,,,.419,,,.378,,,.533,15,0,,Kenneth Lofton Jr.,,,,PF,303,,,.300,,,,,,,.407
21,,,,.167,,,.167,,,,2,0,,Kenneth Lofton Jr.,,,,PF,303,,,.000,,,,,,,.250
28,,,,,,,.381,,,.606,28,22,753,Cody Martin,,,,SF,319,,,.314,,,,,,,.426
23,,,,,,,.536,,,.537,60,2,746,KJ Martin,,,,SF,320,,TOT,.286,,,,,,,.582
31,390,8,155,.572,593,330,.556,62,49,.790,71,4,1291,T.J. McConnell,36,79,727,PG,328,72,,.409,44,18,191,108,549,312,.568
23,101,42,168,.557,628,307,.489,79,57,.722,72,71,2105,Jaden McDaniels,56,219,757,SF,329,63,,.337,255,86,224,87,373,221,.592
21,,,,.657,,,.600,,,.818,4,0,,Kenneth Lofton Jr.,,,,PF,303,,,.333,,,,,,,.739
27,,,,.597,,,.597,,,.675,74,36,,Kevon Looney,,,,C,304,,,.000,,,,,,,.599
23,,,,,,,.400,,,.500,2,0,31,KJ Martin,,,,SF,320,,,.200,,,,,,,.600
23,,,,,,,.544,,,.538,58,2,715,KJ Martin,,,,SF,320,,,.304,,,,,,,.581
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
26,37,6,61,.376,189,65,.344,37,27,.730,50,1,538,Jalen McDaniels,18,52,169,SF,330,19,,.169,71,12,79,30,118,53,.449
32,70,2,49,.599,284,123,.433,19,11,.579,64,0,904,Doug McDermott,10,64,351,SF,331,16,TOT,.410,229,94,59,28,55,29,.527
35,,,,.583,,,.485,,,.821,79,79,,Brook Lopez,,,,C,305,,,.366,,,,,,,.621
35,,,,.421,,,.368,,,1.000,16,2,,Robin Lopez,,,,C,306,,,.250,,,,,,,.455
27,,,,,,,.456,,,.810,66,5,992,Garrison Mathews,,,,SG,321,,,.440,,,,,,,.545
21,,,,,,,.446,,,.821,59,19,1538,Bennedict Mathurin,,,,SF,322,,,.374,,,,,,,.481
32,57,2,40,.619,215,95,.442,17,10,.588,46,0,700,Doug McDermott,8,48,276,SF,331,11,,.439,173,76,48,24,42,19,.452
32,13,0,9,.536,69,28,.406,2,1,.500,18,0,204,Doug McDermott,2,16,75,SF,331,5,,.321,56,18,11,4,13,10,.769
35,,,,.557,,,.440,,,.787,55,5,,Kevin Love,,,,PF,307,,,.344,,,,,,,.643
37,,,,.562,,,.432,,,.840,60,55,,Kyle Lowry,,,,PG,308,,TOT,.392,,,,,,,.512
37,,,,,,,.351,,,.750,36,3,413,Wesley Matthews,,,,SG,323,,,.348,,,,,,,.357
23,,,,,,,.450,,,.868,70,70,2626,Tyrese Maxey,,,,PG,324,,,.373,,,,,,,.501
26,,,,,,,.396,,,.765,38,5,433,Skylar Mays,,,,PG-SG,325,,TOT,.296,,,,,,,.448
36,17,20,84,.602,132,79,.598,45,26,.578,46,0,339,JaVale McGee,42,46,185,C,332,14,,.143,7,1,126,34,125,78,.624
21,51,10,85,.513,230,101,.439,85,66,.776,59,14,882,Bryce McGowens,17,74,302,SG,333,21,,.333,102,34,102,30,128,67,.523
37,,,,.554,,,.426,,,.833,37,35,,Kyle Lowry,,,,PG,308,,,.385,,,,,,,.506
37,,,,.578,,,.444,,,.848,23,20,,Kyle Lowry,,,,PG,308,,,.404,,,,,,,.522
26,,,,,,,.384,,,.765,21,5,356,Skylar Mays,,,,PG,325,,,.286,,,,,,,.438
26,,,,,,,.476,,,,17,0,77,Skylar Mays,,,,SG,325,,,.400,,,,,,,.500
27,110,7,54,.628,145,70,.483,18,13,.722,56,0,626,Jordan McLaughlin,18,31,195,PG,334,35,,.472,89,42,72,19,56,28,.500
25,114,16,113,.493,360,139,.386,79,66,.835,38,33,1023,De'Anthony Melton,28,84,421,SG,335,60,,.360,214,77,141,39,146,62,.425
25,9,14,36,.429,28,12,.429,12,9,.750,25,0,307,Nathan Mensah,29,64,33,C,336,6,,,0,0,65,14,28,12,.429
23,,,,.324,,,.235,,,.750,9,0,,Seth Lundy,,,,SF,309,,,.231,,,,,,,.250
28,,,,.576,,,.445,,,.700,58,0,,Trey Lyles,,,,PF,310,,,.384,,,,,,,.578
23,,,,,,,.452,,,.860,68,14,1328,Miles McBride,,,,PG,326,,,.410,,,,,,,.511
32,,,,,,,.459,,,.827,66,66,2159,CJ McCollum,,,,PG,327,,,.429,,,,,,,.492
27,108,4,98,.584,393,158,.402,28,26,.929,61,1,1069,Sam Merrill,22,72,485,SG,337,19,,.404,354,143,120,19,39,15,.385
26,46,16,153,.561,244,123,.504,64,58,.906,51,12,859,Chimezie Metu,41,71,332,C,338,43,TOT,.298,94,28,194,52,150,95,.633
22,,,,.321,,,.286,,,.933,17,1,,Théo Maledon,,,,PG,311,,TOT,.167,,,,,,,.375
22,,,,.326,,,.288,,,.917,13,1,,Théo Maledon,,,,PG,311,,,.167,,,,,,,.389
31,,,,,,,.556,,,.790,71,4,1291,T.J. McConnell,,,,PG,328,,,.409,,,,,,,.568
23,,,,,,,.489,,,.722,72,71,2105,Jaden McDaniels,,,,SF,329,,,.337,,,,,,,.592
26,,,,,,,.344,,,.730,50,1,538,Jalen McDaniels,,,,SF,330,,,.169,,,,,,,.449
26,19,9,86,.565,130,66,.508,43,38,.884,37,5,448,Chimezie Metu,24,39,185,C,338,19,,.294,51,15,110,27,79,51,.646
26,27,7,67,.557,114,57,.500,21,20,.952,14,7,411,Chimezie Metu,17,32,147,C,338,24,,.302,43,13,84,25,71,44,.620
22,,,,.250,,,.250,,,1.000,4,0,,Théo Maledon,,,,PG,311,,,,,,,,,,.250
24,,,,.532,,,.471,,,.735,46,5,,Sandro Mamukelashvili,,,,C,312,,,.297,,,,,,,.593
32,,,,,,,.433,,,.579,64,0,904,Doug McDermott,,,,SF,331,,TOT,.410,,,,,,,.527
32,,,,,,,.442,,,.588,46,0,700,Doug McDermott,,,,SF,331,,,.439,,,,,,,.452
30,262,7,74,.488,370,159,.430,75,61,.813,60,21,1176,Vasilije Micić,14,68,422,PG,339,31,TOT,.279,154,43,88,99,216,116,.537
30,76,3,23,.467,91,37,.407,19,14,.737,30,0,361,Vasilije Micić,1,22,99,PG,339,9,,.244,45,11,24,29,46,26,.565
27,,,,.587,,,.515,,,.832,75,71,,Terance Mann,,,,SG,313,,,.348,,,,,,,.633
22,,,,.533,,,.459,,,.763,41,28,,Tre Mann,,,,PG,314,,TOT,.373,,,,,,,.516
32,,,,,,,.406,,,.500,18,0,204,Doug McDermott,,,,SF,331,,,.321,,,,,,,.769
36,,,,,,,.598,,,.578,46,0,339,JaVale McGee,,,,C,332,,,.143,,,,,,,.624
30,186,4,51,.495,279,122,.437,56,47,.839,30,21,815,Vasilije Micić,13,46,323,PG,339,22,,.294,109,32,64,70,170,90,.529
32,292,15,217,.566,643,317,.493,120,100,.833,55,55,1487,Khris Middleton,40,141,828,SF,340,51,,.381,247,94,257,127,396,223,.563
22,,,,.600,,,.500,,,1.000,13,0,,Tre Mann,,,,PG,314,,,.421,,,,,,,.571
22,,,,.524,,,.453,,,.759,28,28,,Tre Mann,,,,PG,314,,,.364,,,,,,,.509
35,,,,.529,,,.529,,,.643,14,0,,Boban Marjanović,,,,C,315,,,.000,,,,,,,.563
21,,,,,,,.439,,,.776,59,14,882,Bryce McGowens,,,,SG,333,,,.333,,,,,,,.523
27,,,,,,,.483,,,.722,56,0,626,Jordan McLaughlin,,,,PG,334,,,.472,,,,,,,.500
25,,,,,,,.386,,,.835,38,33,1023,De'Anthony Melton,,,,SG,335,,,.360,,,,,,,.425
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
21,175,42,255,.524,1083,476,.440,173,143,.827,74,68,2383,Brandon Miller,60,184,1279,SF,341,66,,.373,493,184,315,132,590,292,.495
24,0,0,2,.611,9,5,.556,2,2,1.000,8,0,28,Jordan Miller,3,2,13,SF,342,0,,.500,2,1,5,1,7,4,.571
26,,,,.578,,,.480,,,.899,55,55,,Lauri Markkanen,,,,PF,316,,,.399,,,,,,,.559
26,,,,.542,,,.463,,,.791,66,1,,Naji Marshall,,,,SF,317,,,.387,,,,,,,.516
25,,,,,,,.429,,,.750,25,0,307,Nathan Mensah,,,,C,336,,,,,,,,,,.429
27,,,,,,,.402,,,.929,61,1,1069,Sam Merrill,,,,SG,337,,,.404,,,,,,,.385
26,,,,,,,.504,,,.906,51,12,859,Chimezie Metu,,,,C,338,,TOT,.298,,,,,,,.633
20,8,1,15,.700,20,13,.650,2,1,.500,17,0,52,Leonard Miller,5,5,29,SF,343,2,,.400,5,2,20,1,15,11,.733
19,3,1,4,.200,5,1,.200,2,1,.500,2,0,24,Dariq Whitehead,0,0,3,SF,344,0,,.000,3,0,4,0,2,1,.500
28,,,,.504,,,.431,,,.778,64,23,,Caleb Martin,,,,SF,318,,,.349,,,,,,,.489
28,,,,.444,,,.381,,,.606,28,22,,Cody Martin,,,,SF,319,,,.314,,,,,,,.426
26,,,,,,,.508,,,.884,37,5,448,Chimezie Metu,,,,C,338,,,.294,,,,,,,.646
26,,,,,,,.500,,,.952,14,7,411,Chimezie Metu,,,,C,338,,,.302,,,,,,,.620
35,34,1,26,.443,131,46,.351,11,11,1.000,32,5,415,Patty Mills,9,32,127,PG,345,20,TOT,.276,87,24,35,16,44,22,.500
35,14,1,15,.500,51,19,.373,0,0,,19,0,202,Patty Mills,5,17,51,PG,345,9,,.382,34,13,20,8,17,6,.353
23,,,,.558,,,.536,,,.537,60,2,,KJ Martin,,,,SF,320,,TOT,.286,,,,,,,.582
23,,,,.450,,,.400,,,.500,2,0,,KJ Martin,,,,SF,320,,,.200,,,,,,,.600
30,,,,,,,.430,,,.813,60,21,1176,Vasilije Micić,,,,PG,339,,TOT,.279,,,,,,,.537
30,,,,,,,.407,,,.737,30,0,361,Vasilije Micić,,,,PG,339,,,.244,,,,,,,.565
35,20,0,11,.406,80,27,.338,11,11,1.000,13,5,213,Patty Mills,4,15,76,PG,345,11,,.208,53,11,15,8,27,16,.593
27,60,6,61,.451,195,79,.405,49,40,.816,48,0,581,Shake Milton,14,54,216,SG,346,19,TOT,.281,64,18,75,31,131,61,.466
27,50,5,44,.444,160,64,.400,44,36,.818,38,0,491,Shake Milton,7,44,178,SG,346,16,,.264,53,14,51,28,107,50,.467
23,,,,.564,,,.544,,,.538,58,2,,KJ Martin,,,,SF,320,,,.304,,,,,,,.581
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
27,,,,.644,,,.456,,,.810,66,5,,Garrison Mathews,,,,SG,321,,,.440,,,,,,,.545
30,,,,,,,.437,,,.839,30,21,815,Vasilije Micić,,,,PG,339,,,.294,,,,,,,.529
32,,,,,,,.493,,,.833,55,55,1487,Khris Middleton,,,,SF,340,,,.381,,,,,,,.563
,,,,,,,,,,,,,,,,,,,Rk,,,,,,,,,,
27,6,1,11,.481,26,11,.423,3,2,.667,4,0,63,Shake Milton,7,3,27,SG,346,2,,.333,9,3,18,3,17,8,.471
27,4,0,6,.500,9,4,.444,2,2,1.000,6,0,27,Shake Milton,0,7,11,SG,346,1,,.500,2,1,6,0,7,3,.429
21,,,,.507,,,.446,,,.821,59,19,,Bennedict Mathurin,,,,SF,322,,,.374,,,,,,,.481
37,,,,.474,,,.351,,,.750,36,3,,Wesley Matthews,,,,SG,323,,,.348,,,,,,,.357
21,,,,,,,.440,,,.827,74,68,2383,Brandon Miller,,,,SF,341,,,.373,,,,,,,.495
